Locality,Name,Street_Address,Acres,Building_Sq_Ft,Construction_Type,Build_Status,Lat,Long,Date_Updated,Lat1
Loudoun County,IAD Round Table Campus Digital Realty,44274 ROUND TABLE PLZ,93.69,"1,564,173",Complete,Existing,39.00662947,-77.46619629,4/10/2024,39.00662947
Loudoun County,"IAD 41, IAD 42, BLDG P",44757 ROUND TABLE PLZ,31.73,"789,300",Complete,Existing,39.00840765,-77.45794438,4/10/2024,39.00840765
Loudoun County,QTS Lockridge ASH2 Quality Tech Lane DC2,44655 QUALITY TECH LN,9.03,"252,473",Complete,Existing,38.99543448,-77.45692425,4/10/2024,38.99543448
Loudoun County,QTS Lockridge ASH2 Quality Tech Lane DC1,44675 QUALITY TECH LN,14.44,"308,630",Complete,Existing,38.99553454,-77.45531493,4/10/2024,38.99553454
Loudoun County,19508 Freedom Trail Road,19508 Freedom Trail Road,108.01,"1,100,000",New,Proposed,39.07646408,-77.49912608,4/10/2024,39.07646408
Loudoun County,21821 UUNET DR,21821 UUNET DR,10.85,"438,460",Complete,Existing,39.01025528,-77.47497478,4/10/2024,39.01025528
Loudoun County,EQUINEX DC13,21830 UUNET DR,6.21,"108,300",Complete,Existing,39.01260183,-77.47533285,4/10/2024,39.01260183
Loudoun County,ALIGNED ENERGY DATA CENTERS ASHBURN,21838 UUNET DR,6.15,"107,253",Complete,Existing,39.01321236,-77.47296648,4/10/2024,39.01321236
Loudoun County,Red Rum Dr Campus Sabey Data Centers,21735 RED RUM DR,34.35,"400,232",Complete,Existing,39.01470116,-77.47845566,4/10/2024,39.01470116
Loudoun County,IAD3 DataBank,21630 RED RUM DR,10.97,"286,800",Complete,Existing,39.01779141,-77.48172298,4/10/2024,39.01779141
Loudoun County,QTS DATA CENTER ASH3-DC1,22291 SHELLHORN RD,14.3,"310,717",Complete,Existing,38.998035,-77.47548065,4/10/2024,38.998035
Loudoun County,ASH3 DC2,22271 SHELLHORN RD,10.92,"302,180",Complete,Existing,38.99865778,-77.47419201,4/10/2024,38.99865778
Loudoun County,IAD12,43881 DEVIN SHAFRON DR,10.36,"180,000",Complete,Existing,39.00198339,-77.48332173,4/10/2024,39.00198339
Loudoun County,IAD Digital Loudoun Plaza,43940 DIGITAL LOUDOUN PLZ,38.21,"1,137,740",Complete,Existing,39.00082839,-77.47920034,4/10/2024,39.00082839
Loudoun County,Zebra East,22130 LOUDOUN COUNTY PKWY,105.55,"723,779",New,Proposed,39.00504915,-77.47150671,8/6/2025,39.00504915
Loudoun County,IAD14,43791 DEVIN SHAFRON DR,7.76,"135,000",Complete,Existing,39.00329462,-77.48721424,4/10/2024,39.00329462
Loudoun County,43831 DEVIN SHAFRON DR,43831 DEVIN SHAFRON DR,6.74,"117,000",Complete,Existing,39.0026917,-77.48534609,4/10/2024,39.0026917
Loudoun County,IAD24,43830 DEVIN SHAFRON DR,16.45,"266,742",Complete,Existing,39.00466209,-77.48496657,4/10/2024,39.00466209
Loudoun County,DIGITAL-GCEAR1 ASHBURN,43915 DEVIN SHAFRON DR,8.2,"138,600",Complete,Existing,39.00285962,-77.48191497,4/10/2024,39.00285962
Loudoun County,Western Lands,43616 CAPACITY DR,221.12,"11,700,000",New,Proposed,38.95450081,-77.48892243,8/6/2025,38.95450081
Loudoun County,AWS IAD61-IAD63 South Riding,25316 PREDICTION LN,48.2,"778,426",Complete,Existing,38.91676919,-77.49379612,4/10/2024,38.91676919
Loudoun County,Sutton Bay,25800 SUTTON BAY PLZ,43.41,"508,000",Complete,Existing,38.91631015,-77.47834197,4/10/2024,38.91631015
Loudoun County,Firefox Dulles,44150 WADE DR,18.02,"641,451",New,Proposed,38.92061348,-77.47288602,4/10/2024,38.92061348
Loudoun County,Leesburg Gateway,481 POTOMAC STATION DR,99.16,600000,New,Proposed,39.10315177,-77.5363821,5/27/2026,39.10315177
Loudoun County,Villages at Leesburg,42830 GOLF CLUB RD,33.77,"250,000",New,Proposed,39.08773407,-77.51950044,8/6/2025,39.08773407
Loudoun County,Tuscarora Crossing Landbay 3,Intersection of Crosstrail Blvd and Natchez Dr,37.61,"701,400",New,Proposed,39.07723175,-77.53374334,4/10/2024,39.07723175
Loudoun County,Dulles Trade Center West,42670 TRADE WEST DR,14.8,"386,800",New,Proposed,38.95402228,-77.52864089,4/10/2024,38.95402228
Loudoun County,ARCOLA,,30,"614,300",New,Proposed,38.9441303,-77.53569969,4/10/2024,38.9441303
Loudoun County,Fadeley Campus,42949 FADELEY LN,63.54,"695,321",Complete,Existing,38.94895567,-77.52147554,4/10/2024,38.94895567
Loudoun County,Cross Mill Center,20040 SYCOLIN RD,20.71,"546,500",New,Proposed,39.06294964,-77.5504794,4/10/2024,39.06294964
Loudoun County,Project Celtic Phase 1,20680 CELTIC PARK DR,145.02,"743,608","Operating, Expanding",Existing,39.05691354,-77.54663178,8/12/2025,39.05410133
Loudoun County,HAYDEN TECHNOLOGIES,20491 GOOSE LANDING LN,119.07,"563,584","Operating, Expanding",Existing,39.05171448,-77.53956054,8/11/2025,39.05171448
Loudoun County,Tech Park at Brambleton,23896 BELMONT RIDGE RD,89.11,"1,700,000",New,Proposed,38.95656684,-77.53436487,4/10/2024,38.95656684
Loudoun County,42139 REEDS FARM LN,42090 REEDS FARM LN,90.16,"429,213",New,Proposed,38.94492708,-77.54986629,8/6/2025,38.94492708
Loudoun County,IAD11,41840 GROWTH MINDSET LN,64.76,"759,405",Complete,Existing,38.94816566,-77.55538175,8/6/2025,38.94816566
Loudoun County,ALLEGRO SOUTH CAMPUS,24171 YOUNGWOOD LN,34.16,"335,638",Complete,Existing,38.94984278,-77.54913757,4/10/2024,38.94984278
Loudoun County,IAD 01-04,19540 COMPASS CREEK PKWY,323.38,"809,314",Complete,Existing,39.06785528,-77.56021175,4/10/2024,39.06785528
Loudoun County,Orme Farm Rezoning,41451 SHREVE MILL RD,11,"508,000",New,Proposed,39.05827357,-77.56440787,4/10/2024,39.05827357
Loudoun County,Greenlin Park,41453 HOGELAND MILL RD,85.18,227184,New,Proposed,39.05107312,-77.55765381,4/10/2024,39.05107312
Loudoun County,24244 QUAIL RIDGE LN,24244 QUAIL RIDGE LN,23.47,"412,400",Complete,Existing,38.94905003,-77.56043618,4/10/2024,38.94905003
Loudoun County,Quail Ridge C - D,24214 QUAIL RIDGE LN,33.26,"505,200",Complete,Existing,38.94839095,-77.55883643,4/10/2024,38.94839095
Loudoun County,DULLES BERRY LC4,22200 LOUDOUN COUNTY PKWY  ,94.16,"1,434,706",Complete,Existing,39.00252011,-77.47227907,4/10/2024,39.00252011
Louisa County,Lake Anna Tech Campus,Intersection of Haley Dr and Kentucky Springs Rd,150,"1,700,000",New,Proposed,38.04825038,-77.80991453,4/10/2024,38.04825038
Louisa County,North Creek Tech Campus,Mount Airy Rd,1400,"8,700,000",New,Proposed,37.96837812,-77.95334145,4/10/2024,37.96837812
Mecklenburg County,Hillcrest Data Center,49 COUNTRY LANE,152.88,0,New,Proposed,36.70315068,-78.12708334,4/10/2024,36.70315068
Mecklenburg County,Microsoft Azure,925 RIDGE ROAD,854.81,"1,625,704","Operating, Expanding",Existing,36.69652252,-78.36115852,4/10/2024,36.69652252
Mecklenburg County,Microsoft Azure,925 RIDGE ROAD,0,0,Expansion,Proposed,36.69652252,-78.36115852,4/10/2024,36.69652252
Mecklenburg County,LYH03 Bailey – Microsoft,313-A HIGH STREET,369,0,New,Proposed,36.78062364,-78.46783051,4/10/2024,36.78062364
